review_id,author,rating,title,text,helpful,date
rw11006700,mohitmohit-32080,,A Thrilling Ride with Epic Performances,"Every frame is charged with tension, drama, and intricate storytelling. Ranveer Singh delivers a multi-layered performance, Sanjay Dutt brings commanding authority, and Akshaye Khanna and R Madhavan&#39;s roles add narrative depth. Arjun Rampal&#39;s menace contrasts with Sara Arjun&#39;s vulnerability, heightening stakes. Aditya Dhar directs with precision, blending suspense, strategy, and thrilling action sequences. Cinematography highlights both urban sprawl and intimate character moments, while the score accentuates tension. By the end, the film&#39;s combination of adrenaline, emotional resonance, and strong performances leaves viewers deeply impressed.",0,
rw11007263,sameersoni-26858,,"Full of Action, Drama, and Emotion","Each sequence of the film is carefully constructed to heighten suspense, emotion, and realism. Ranveer Singh dominates with a performance that is both physically commanding and emotionally nuanced, embodying the moral complexity of his character. Sanjay Dutt adds gravitas, presence, and menace, making every interaction feel impactful. Akshaye Khanna and R Madhavan provide intelligent, restrained performances that enrich the narrative, while Arjun Rampal&#39;s understated threat maintains constant tension. Sara Arjun&#39;s emotionally charged scenes anchor the story, giving depth to the stakes. Director Aditya Dhar ensures that every action sequence, dialogue-heavy scene, and character arc contributes to a cohesive, gripping narrative. Cinematography captures the chaos of urban environments and the intimacy of personal interactions, while the score accentuates suspense, drama, and emotion. The finale delivers a masterful blend of adrenaline, strategy, and emotional payoff.",0,
rw11028344,Priyansh-83,,Best of the best,"Dhurandhar is a bold, ambitious spy thriller with memorable performances and high production value. It&#39;s praised for its energy and intensity, though its long runtime and dense narrative may not be for everyone. Fans of action and espionage cinema will likely enjoy it more than those who prefer lighter or shorter films.",0,
rw11010543,YashvardhanS-20,,Best Spy Thriller Movie Ever,Dhurandhar has shown real face of Pakistan and its a slap on spy movies which used to show soft corners for ISI and Pakistan and couldn&#39;t make a spy universe without a bikini scene or larger than life senseless agent.<br/><br/>Dhurandhar has set a benchmark and has shown courage to present something very strongly.,0,
rw11009820,Jayeshb-905,,"A Taut, Gripping Espionage Saga That Excels on Pure Grit","A powerful testament to the fact that an Indian spy thriller can be simultaneously high-voltage and deeply grounded in realism. Dhar sheds the typical &quot;super-spy&quot; tropes to deliver a gritty, authentic look at the immense personal sacrifices made behind enemy lines. An ambitious film, while undeniably long, rewards patient viewers with a meticulously crafted world, stellar performances, and a narrative urgency that rarely lets up.",0,
rw11006761,rbhattad-17570,,A must watch!,"Do not fall for the negative PR and paid propaganda. Watch the movie - this is going to set a standard in Bollywood for spy movies that has been missing since the likes of Baby and Phantom!<br/><br/>Aditya Dhar has outdone himself and Akshaye Khanna steals the show outshining everything and everyone! For RS - this is truly a comeback for the books!<br/><br/>Watch the movie guys, the runtime is worth it!",0,
rw11021438,Ranjity-89,,One of the best movie of 2025,"Despite of being long, it doesn&#39;t feel long.. infact we wanted to see further story.. the love screen play and the dialogues.. one of the best ever done casting.. I m blown... Must watch..
Eagerly waiting for the second half.. I am sure it&#39;s not going to end on 2 nd.. because the list is long.. u would have understood the list.. if u have seen the movie..",0,
rw11007494,RenukaA-63,,"Dhurandhar - A Bold, Emotionally Charged Thriller With Heart.","Dhurandhar is one of those rare films that manages to be both massively entertaining and surprisingly thoughtful. The story grips you from the opening scene and refuses to let go, weaving together mystery, emotion, and social commentary in a way that feels fresh and impactful.<br/><br/>Ranveer Singh delivers one of his most layered performances, effortlessly switching between charm, vulnerability, and intensity. His character has real depth, and the film takes the time to explore his backstory in a way that adds weight to every twist. Akshaye Khanna is brilliant as always-calm, sharp, and quietly menacing when needed. His screen presence elevates every frame he appears in.<br/><br/>The direction deserves special mention:
The pacing is tight without feeling rushed.<br/><br/>The cinematography captures both the grit and the beauty of the world the film is set in.<br/><br/>The background score enhances the tension perfectly, especially during the later emotional and psychological scenes (the smoking scene with Akshaye Khanna is masterfully done).<br/><br/>Beneath the thrills lies a very human story-one that touches on identity, morality, and the idea that people are far more complex than the labels society puts on them.<br/><br/>By the time the film ends, you&#39;re left with a sense of satisfaction and a lot to think about. It&#39;s the kind of movie that sparks conversation long after the credits roll.<br/><br/>Highly recommended if you enjoy intelligent thrillers, standout performances, and cinema that respects the audience&#39;s intelligence.",0,
rw11013022,AayushiR-04,,A MUST WATCH,"Ah , where do i even start , let me start off by saying that i created an account to post a review !<br/><br/>Aditya Dhar , you legend!!<br/><br/>He brought out the best in every single actor .<br/><br/>This movie goes far beyond just &#39;entertainment&#39;
If you ask me , i wish each and everyone of us to give it a watch.<br/><br/>The one&#39;s who find this moving rather not intresting are the one&#39;s who like to be in a fake world of roses and sunshine&#39;s.<br/><br/>I&#39;m gonna rewatch it , in the theatre&#39;s once again.<br/><br/>Bollywood was going through a creative dry spell, throughout 2025 , but this changed everything.<br/><br/>Akshaye Khanna, you beauty!!!<br/><br/>And ofcource Ranveer did absolute justice to the role .<br/><br/>At this point, makers should admit that it&#39;s on Major Mohit Sharma :)",0,
rw11018786,luckychandan-09448,,Truth is Truth,"Must watch everyone. It will blow your mind with truth and history behind terror attacks. All acting and scripts are mind blowing, waiting for next part. Dhurandhar movie just like mirror for that time government of India and top officers. Why demonetisation was necessary, and what was roll of ISI in Pakistan for india.",0,
rw11007162,Zeeshan-92,,A dramatic eruption wrapped in stunning visuals,"A palpable tension underlies every frame, compelling viewers to sit on the edge of their seats. Ranveer Singh&#39;s performance is nuanced and magnetic, making every decision of his character feel critical and urgent. The supporting cast enhances the story&#39;s complexity, portraying motives that feel real and consequential. Director Dhar demonstrates precision in staging action sequences that are both thrilling and narratively justified. The cinematography highlights the stark contrasts between the chaos of the underworld and moments of quiet strategy, while the score punctuates the tension without distraction. The climax delivers both emotional depth and adrenaline-packed resolution.",0,
rw11006790,KashishT-46,,"A Dynamic Tale of Courage, Conflict, and Stars","From start to finish, the film immerses the audience in a dangerous, high-stakes world. Ranveer Singh delivers a performance that is equal parts intensity and vulnerability, capturing the inner conflict of a man navigating morality in a ruthless environment. Sanjay Dutt&#39;s commanding presence adds tension and authority, while Akshaye Khanna, R Madhavan, and Arjun Rampal each bring nuance that strengthens the ensemble. Sara Arjun&#39;s performance shines with quiet emotional gravity. Aditya Dhar&#39;s direction ensures that every sequence, from dialogue-heavy moments to pulse-pounding action, contributes meaningfully to the narrative. Cinematography and sound design create an immersive experience that keeps viewers on edge. The film&#39;s pacing allows tension to accumulate naturally, making each plot twist and confrontation feel earned. By the final act, the story delivers a mix of adrenaline, emotion, and cinematic mastery that lingers.",0,
rw11011311,indro017,,Not typical Bollywood spy thriller,A fantastic intertwining of reality and fiction. Well done Aditya Dhar. Not a typical Bollywood unrealistic spy film. This type of film needs appreciation. They built a perfect Karachi set in Thailand. The background music is awesome. The way they presented actual attacks on Indian soil in between film is mind blowing.,0,
rw11015246,ssanskriti-79860,,Wow- Spy Thriller,The reviews encouraged me to go to cinema and I wasn&#39;t disappointed at all. Loved Akshaye Khanna&#39;s performance the most but overall the every character was carved and executed with perfection. Can&#39;t leave this comment without mentioning the versatility of Ranveer Singh. His on screen presence overshadowed everything else. Interesting and thrilling spy thriller. Thanks Aditya Dhar.,0,
rw11007600,ajayykumarr,,Star-Studded Cast in a Dramatic Ride,"The movie&#39;s brilliance lies in its seamless mix of strategy, emotion, and chaos. Ranveer Singh carries the story with magnetic intensity, while every supporting actor brings authenticity to their roles. The director&#39;s command over tone and pacing ensures that suspense is constant, with even small interactions loaded with tension. The action is kinetic and sharply choreographed, never just for spectacle, and the film&#39;s layered storytelling keeps the audience guessing. Political undertones and real-world relevance add depth, while the cinematography captures both the sprawling cityscapes and intimate moments with equal artistry, resulting in a cinematic experience that lingers long after the credits roll.",0,
rw11038218,asaprules,,"Well written, good pacing and thrilling","One of the main things that I loved about the movie was how they introduced each character with text, it was amazing. The way they put up text and then changed it according to their names made their names easy to understand and remember. Each character had a unique and interesting personality which made you root for them.<br/><br/>Amazing movie overall and great storyline.",0,
rw11012810,sangramkanade,,Thrilling watch,"A must watch for every nationalistic person 🇮🇳
Brought reality to me what our History books can never show.<br/><br/>Aditya Dhar please continue to create such masterpieces.<br/><br/>Art 370, Baramulla and now this.<br/><br/>Absolutely masterpiece direction from Aditya.<br/><br/>Great performances by Akshay Khanna, Ranveer Singh, R Madhavan, Sanjay Dutt.<br/><br/>A must watch.",0,
rw11049490,Abraham-36,,Emotional rollercoaster,"Although it has run time of 3hr+ but the movie was so engaging that after the movie we crave more. The political aspects of the movie may or may not be accurate but it&#39;s a fictional movie , aditya dhar clearly said inspired on real events not based on real events
So let&#39;s just take watch it as entertainment, that&#39;s what movies are supposed to be.",0,
rw11037192,Neha-326,,Just too good!,"Amazing watch, great acting, shooting, direction and music! Powerful acting, especially Ranveer Singh&#39;s restrained intensity and Akshaye Khanna&#39;s charismatic villainy, Gripping action sequences.... Atmospheric cinematography...A bold mix of espionage and gangster drama inspired by real events.... A must watch!!",0,
rw11007759,yashs-34490,,A refreshing spy movie,"Most of the movie take place in Pakistan Karchi,that to in a small part of it, the action was amazing , they used the 18+ certificate in a proper way and the director vision was clear, the movie rewaken the spy movie genre in India. The movie run parallel to major terrorist event that happen in India(i.e 26/11), they used real footage in the movie which bring in more realism to it .",0,
rw11040223,bronzereload,,Powerful Cast and Captivating Storytelling,"Indian cinema and TV have seen many action packed espionage and crime thrillers lately, but this one definitely hits it out of the park. It&#39;s raw, unhinged, and packed with energy from the begging till the very end. Ranveer Singh did great as the lead, but Akshaye Khanna, R. Madhavan, Sanjay Dutt, Gaurav Gera, Arjun Rampal and Rakesh Bedi all carried the movie with as much (or even more) zeal and energy. This is a perfect example of casting done right. The movie is among the longest in recent times, but split beautifully into chapters, woven together in seamless storytelling, with glimpses of real incidents that connect (and stir emotions) with the audiences, that at no point does it feel like it&#39;s dragging on. The set designing was on point, although more easily identifiable locations like the Rose Garden underpass, could have been substituted with lesser known public infrastructure that would pass for the actual locations in the story. Keeping that aside, no matter how gritty, gory, violent, and to some extent disturbing, some of the scenes might be, this is one of those movies that would make me go for seconds.",0,
rw11010951,sujeetjeet,,Dhurandhar (2025) - A Gripping Spy Thriller Based on the Reality of Indian Undercover Missions That Delivers on Every Front!,"Dhurandhar (2025) - A Gripping Spy Thriller Based on the Reality of Indian Undercover Missions That Delivers on Every Front!<br/><br/>Aditya Dhar&#39;s Dhurandhar is an absolute powerhouse of a film - a bold, ambitious spy action thriller that reminds us why we fell in love with Bollywood&#39;s big-scale storytelling. From the moment it starts, you&#39;re pulled into a gritty, high-stakes world of espionage, betrayal, and patriotism that&#39;s inspired by real events, and it never lets go.<br/><br/>Ranveer Singh is phenomenal as the undercover operative Hamza - restrained yet explosive, delivering one of his career-best performances with subtle intensity that builds to an unforgettable climax. But this is truly an ensemble triumph: Akshaye Khanna steals every scene as the menacing Rehman Dakait, oozing charisma and menace, while R. Madhavan, Sanjay Dutt, and Arjun Rampal bring incredible depth and presence to their roles. No one feels like a side character; everyone shines.<br/><br/>Hats off to director-writer Aditya Dhar (@AdityaDharFilms) for crafting a dense, meticulously researched universe with atmospheric world-building that&#39;s unlike anything we&#39;ve seen in recent Indian cinema - special credit to journalist Aditya Raj Kaul (@AdityaRajKaul) as research consultant, whose expertise lends that authentic, reportage-level edge to the geopolitics, Karachi underworld details, and covert operations. What makes it truly powerful is how it portrays the harsh reality of Indian undercover missions - the sacrifices, moral dilemmas, and sheer courage our unsung heroes endure.<br/><br/>The cinematography is stunning, the action sequences are raw and visceral, and the background score thunders through the theater, elevating every twist and turn. It&#39;s politically sharp, emotionally charged, and packed with Shakespearean betrayals that keep you on the edge of your seat.<br/><br/>Dhurandhar is paisa vasool entertainment - a muscular, patriotic saga that&#39;s thrilling, thought-provoking, and brilliantly executed. Ranveer is back in top form, and this feels like the start of a new benchmark for Bollywood spy thrillers. Highly recommended - catch it on the big screen! #Dhurandhar.",0,
rw11004496,Ritu-340,,The best movie,"In 3.5 hours, there was not a single moment I got bored. Absolutely amazing. The people giving 1 rating - I am sure they have yet to watch the movie. Every star played the role beautifully. Akshay Khanna was the best. RC was too good. Even the side actors were so good that everyone lived the part. A must watch!",0,
rw11025515,mo_reviews_mo_vies,,Dhurandhar Part 1: A Fiction Forged from Brutal and Painful Reality,"Dhurandhar truly is a breath of fresh air in the otherwise formulaic, predictable and endlessly unmemorable list of Bollywood movies that have come out in 2025. This movie has the potential to change Bollywood and its attitude on film making, prioritizing story, characters, cinematography over style (which this movie also has an abundance off).<br/><br/>The genius of the movie lies in its ability to hold the attention of viewers for a full 3.5 hours through meticulous world building of the infamous Lyari Town (based in Karachi) during the late 2000&#39;s. The movie does a great job of showing how the gangs in small Pakistani Towns are linked to global terrorist events.<br/><br/>The movie is a technical masterpiece with great cinematography, tight editing and a unique use of background score and old Bollywood songs. The acting and casting are top notch with outstanding performances from all the supporting cast as well. Starting with the gang members, they have been given opportunities to show their own unique personalities. Sara Arjun has also played a convincing character of a young daughter of an MP who has been stifled from enjoying her life at her age and is a perfect candidate for honey potting for Ranveer Singh&#39;s character. Rakesh Bedi as the MP of Lyari Town is as conniving and sketchy as the leaders of the gangs so much so that he uses his daughter as a pawn in order to maintain his political control over Karachi.<br/><br/>As for the main cast, each actor has truly metamorphized into their respective roles. R Madhavan is unrecognizable as the sharp, morally unshakeable and simmering underneath with anger Indian Intelligence Bureau Chief Ajay Sanyal. Arjun Rampal plays the cunning, vile and evil ISI Major Iqbal (although he has a short stint in this movie, the sequel might have a larger focus on him as the main antagonist). Sanjay Dutt was the perfect pick to play the frank, foul mouthed and strong-willed SP Aslam Chaudhary. His resemblance to the real-life character is uncanny.<br/><br/>However, Akshay Khanna takes the cake when it comes to playing the barbaric, ambitious and family loving gang leader Rehman Baloch (aka Rehman Dakait). His screen presence is magnetic and he takes the centre stage of any scene he is in. Last but by no means the least, Ranveer Singh has a perfectly played the role of an undercover spy who is trying to make his name in the Karachi Gang syndicate to uncover the people responsible for committing the terrorist atrocities on India. His understated performance (quiet contrary to his bombastic and extrovert real life personality) shows the man&#39;s versatility and ability to shape shift into any role given to him. Dhurandhar might very well be the turning point in his career giving him the much-needed impetus to go onto possibly become the future king of Bollywood.<br/><br/>As a cinephile, I can&#39;t be more excited to recommend this movie to everyone. The movie truly has the potential to break the old hero centric mould of Bollywood movies and usher in a new age of story and character centric movies. This however can only be possible if we as the audience show our support by watching this movie in the theatres and make it a financial success.",0,
rw11004903,rawtevandana,,Masterpiece of decade,"I didn&#39;t give it 10 just to make this review believable. First of all a wonderful, excellent background score, hats off to Shashwat Sachdev. Best of Akshay Khanna and Ranveer Singh. Superb shots, actions and thrilling plot. All the team and characters deserves a huge round of applause. Not bored for even a second.",0,
rw11007286,patelahaan,,"Edge-of-Seat Action, Powerful Story","The film masterfully blends action, suspense, and human emotion into a gripping cinematic experience. Ranveer Singh anchors the story with a performance that balances moral conflict, emotional depth, and physical intensity. Sanjay Dutt exudes authority and menace, while Akshaye Khanna and R Madhavan provide subtle, intelligent performances that enrich the ensemble. Arjun Rampal&#39;s quiet menace keeps tension taut, and Sara Arjun&#39;s emotional presence heightens stakes. Director Aditya Dhar orchestrates intricate plotting, high-octane action sequences, and suspenseful storytelling with precision. Cinematography captures both the vastness of the city and intimate emotional moments, while the score amplifies tension and drama. By the final act, the film delivers a thrilling, emotionally satisfying, and visually stunning climax that lingers long after the credits roll.",0,
rw11006615,imdbfan-7046107835,,The Perfect Mix of Action & Heart,"The brilliance of Dhurandhar lies in its layered storytelling, exceptional performances, and visionary direction. The lead actor carries immense weight with effortless conviction, portraying a character whose choices are both compelling and morally complex. The supporting cast amplifies the narrative, adding depth and nuance in every scene they appear. The director ensures that even with a sprawling plot, the story flows seamlessly, balancing political intrigue, emotional depth, and adrenaline-pumping action. Background score, cinematography, and editing all work in harmony to create tension, release, and emotional impact at the right moments. The way real historical and political events are interwoven with fiction demonstrates a keen understanding of narrative craft. Dhurandhar is cinematic storytelling at its most polished and exhilarating, proving the power of combined talent in performance and direction.",0,
rw11007580,raghavjha-60710,,Drama That Keeps You on the Edge,"The film opens with subtle tension, establishing a sense of unease that grows steadily as the story delves into crime, politics, and personal loyalty. Ranveer Singh delivers a powerhouse performance, embodying his role with a careful balance of intellect, courage, and vulnerability. The ensemble cast strengthens the film, bringing depth and complexity to every subplot. Action scenes are executed with precision and intensity, reflecting real-world stakes. The director&#39;s command of pacing, narrative structure, and visual storytelling ensures the film never loses momentum, while the music and editing amplify suspense, creating a cinematic experience that feels both thrilling and grounded.",0,
rw11024159,biswajitbs-48385,,MIND BLOWING 💥💥,"Totally raw and close to reality story telling, amazing cinematography, lit screenplay and top of that the protagonist as well as other characters have delivered it their 200 %... Cherry on the top- perfect music by Sachdeva sir...short of words to describe it..just awesome... eagerly waiting for the &quot;REVENGE&quot;.",0,
rw11006407,rajputsameer-89621,,"Unstoppable Energy, Unforgettable Cinema","The narrative tension grows steadily, drawing viewers into a world of betrayal, ambition, and survival. Action scenes are meticulously staged, delivering thrills while advancing character development. Performances feel authentic, particularly in emotionally charged scenes. The director orchestrates the story with confidence, maintaining a rhythm that keeps the audience engaged and invested in the unfolding drama.",0,
rw11012753,Rudrajyotid,,"10/10 - ""A Brilliant, Gripping Masterpiece from Start to Finish!""","Dhurandhar is one of those rare films that grabs you from the very first frame and refuses to let go. Equal parts thrilling, emotional, and thought-provoking, it showcases a level of craftsmanship that deserves to be celebrated.<br/><br/>The storytelling is tight and purposeful, weaving together suspense, character depth, and beautifully layered themes. Every scene feels deliberate, every moment impactful. The director deserves immense credit for creating a world that feels both authentic and cinematic.<br/><br/>The performances are absolutely outstanding. Each actor brings nuance and intensity, elevating the narrative with believable emotions and memorable character arcs. Whether it&#39;s a quiet moment or a high-voltage confrontation, the cast delivers with stunning consistency.<br/><br/>Visually, Dhurandhar is breathtaking. The cinematography, color palette, and framing give the film a striking personality, while the background score amplifies the mood without ever overwhelming it. The music lingers long after the movie ends.<br/><br/>What truly makes Dhurandhar exceptional is its boldness. It doesn&#39;t shy away from exploring complex ideas, yet it remains thoroughly entertaining. It&#39;s smart without being pretentious, thrilling without relying on clichés.<br/><br/>In an age of formulaic storytelling, Dhurandhar stands out as a refreshing, masterfully crafted film. It&#39;s the kind of movie that stays with you - demanding to be discussed, rewatched, and remembered.<br/><br/>A must-watch. Easily one of the best films of the year.",0,
rw11015385,AniketS-712,,Dhurandhar-Absolute Reality,"It is indeed the Best Bollywood Film of 2025 The Brutality,The Music, The World Building,Acting,Camera Work,everything was spot on The way they have Linked Real Incident Footage with the Film is outstanding There is A Scene of Red Screen with some voice recordings which will boil your blood Akshaye Khanna was the Show Stealer in Part 1 He had more screen time than Ranveer Singh and he has done an outstanding job Ranveer Singh was Outstanding Too The Scene where he breaks down during the 26/11 Attacks ,his expressions ,it was so emotional One thing I Did not expect from The Film was Comedy It has many elements of Comedy which works beautifully You will Laugh in the Theatre,better than today&#39;s Comedy films Sanjay Dutt too shined His Aura,his dialogue Delivery was everything R Madhavan too shined And Arjun Rampal made my blood boil with his acting The way they celebrated 26/11 attacks was really disturbing Overall Dhurandhar is The Best Spy Film in Bollywood, not even comparing to YRF Spy Universe This film should be experienced in Theatre and not on OTT<br/><br/>Thank You Aditya Dhar.",0,
rw11016675,Adityam-165,,Pure Cinema without any propaganda,"This film feels like pure cinema in the truest sense of the word. It avoids cheap tricks, unnecessary noise, and exaggerated storytelling, and instead focuses on presenting a grounded, immersive experience that feels honest and real. There is no forceful messaging, no agenda-driven narrative, and no misleading or fabricated information. What you get is a film that respects the intelligence of its audience and trusts them to feel, think, and experience the story in their own way.<br/><br/>The storytelling is tight and meaningful, carefully balancing emotion, realism, and cinematic beauty. Every scene feels purposeful, and every moment adds weight to the overall journey. The film doesn&#39;t rely on over-the-top drama or unrealistic heroism. Instead, it shows human struggle, silence, tension, and resilience in a way that feels authentic. The world it creates feels lived-in, familiar, and believable, as if you are not just watching a story but stepping into real moments of real lives.<br/><br/>Performances are powerful yet restrained. The actors don&#39;t &quot;perform&quot; their roles; they live them. Their expressions, silences, and body language speak more than loud dialogues ever could. The direction is confident and mature, allowing scenes to breathe rather than rushing through emotions. The cinematography captures rawness and beauty in equal measure, making even the quietest frames feel impactful and meaningful.<br/><br/>What makes this film truly special is its honesty. It doesn&#39;t manipulate emotions, it earns them. It doesn&#39;t sell fantasy; it presents reality through a cinematic lens that feels respectful and sincere. This is not just a movie for entertainment; it is an experience that stays with you long after the screen fades to black.<br/><br/>This is cinema at its purest - simple, truthful, and deeply powerful.",0,
rw11007238,kjha-58688,,"Heartfelt Drama, Edge-of-Seat Action","The film&#39;s layered plot and detailed world-building allow every character moment to resonate. Ranveer Singh&#39;s performance is dynamic and multi-faceted, navigating moral dilemmas and action sequences with equal ease. Sanjay Dutt brings gravitas and intensity, his presence amplifying the stakes of every scene. Akshaye Khanna and R Madhavan deliver intelligent, restrained performances that give depth to the ensemble, while Arjun Rampal&#39;s quiet menace ensures suspense remains constant. Sara Arjun&#39;s emotional portrayal provides humanity and vulnerability, anchoring the story&#39;s emotional core. Aditya Dhar&#39;s direction is precise and assured, weaving together suspense, strategy, and explosive action sequences seamlessly. Cinematography and sound design enhance every moment, from quiet character beats to chaotic action sequences. By the climax, the film delivers a perfectly balanced combination of tension, emotional resonance, and visual spectacle.",0,
rw11007444,shri-70721,,Raw Action,"Absolute cinema, this is the very core of SPYness which was missing in many of the previous movies. Don&#39;t demean this movie by saying it as a propaganda, absolute directorial masterpiece. Akshya Khanna and Rampal&#39;s ruthlessness Harshness, Madhavan&#39;s portrayal of IB, Ranbir&#39;s solid performance are the main highlights. No artificial hand to hand combat scenes everything felt real.",0,
rw11017712,Mukesh-766,,Trusted,"The real class of bollywood with the pinch of truth and reality, awesome movie. Dhurandhar is a refreshing film that blends strong storytelling with powerful performances. The movie keeps you hooked from start to finish with its sharp dialogues, clever twists, and engaging pace. The direction is tight, and every scene feels meaningful.<br/><br/>The lead actors deliver standout performances, especially in emotional and intense moments. The background score elevates the drama, and the cinematography adds richness to the storytelling.<br/><br/>What makes Dhurandhar special is how it balances entertainment with depth. The thrilling plot, unexpected turns, and well-crafted characters make it a memorable watch.<br/><br/>Overall, Dhurandhar is a must-watch for anyone who enjoys smart, impactful cinema.",0,
rw11006442,NeelR-9,,"Power, Action, and Heartfelt Drama","From the first act, the film establishes a world steeped in tension, loyalty, and betrayal. Ranveer Singh anchors the film with a performance rich in nuance, conveying a character torn between duty and personal ethics. Sanjay Dutt&#39;s authoritative presence creates an immediate sense of power and threat, while Akshaye Khanna and R Madhavan&#39;s performances add intelligence and subtle emotional depth. Arjun Rampal&#39;s quiet menace is consistently unnerving, and Sara Arjun&#39;s presence lends emotional weight to every pivotal scene she inhabits. Aditya Dhar&#39;s direction meticulously balances intricate plotting, intense character moments, and explosive action sequences. Cinematography captures both grand city vistas and intimate emotional nuances, while the soundtrack heightens tension without ever overshadowing the drama. The second half escalates suspense, delivering a finale that is both thrilling and deeply satisfying, combining visual spectacle with heart-wrenching emotional stakes.",0,
rw11054752,harshitabhargava-10443,,"Powerful, Gripping, and Unforgettable","Dhurandhar is an absolute masterpiece. From start to finish, the film keeps you completely hooked with its intense storyline and tight screenplay. The acting was great, especially by Ranveer Singh, Sanjay Dutt, and Akshaye Khanna, who deliver powerful and convincing performances. Each actor brings depth and intensity to their role, making the characters truly compelling. The direction is top-notch, with every scene adding weight to the narrative, and the background score perfectly elevates the tension and emotion. Even after the movie ended, I am not able to get it out of my head. It stays with you long after the credits roll. Truly deserving of a full 10 stars.",0,
rw11024824,vishalvwb,,Dhurandhar: An awesome cinematic experience.,Dhurandhar is a gripping thriller that feels inspired by true events and unfolds against the backdrop of gang wars and terror networks. It&#39;s a well made crafted cinematic experience. Aditya Dhar and his team did a marvelous work. Akshay Khanna as Rehman Dackot is super this character made him immortal in cinema . Background score also keep you engaged all time . Waiting for sequel.<br/><br/>No doubt it&#39;s a finest bollywood movie this year.,0,
rw11014177,shobhitchitransh,,"#Dhurandhar doesn't just arrive, it detonates. #Raw, #ruthless, and unapologetically real...","Tonight I proudly say, Bollywood finally roared again, breaking free from the syrupy, spineless cinema that Karan Johar &amp; his brigade drowned it in for years!!<br/><br/>Aditya Dhar, Respect!!!<br/><br/>#Dhurandhar doesn&#39;t just arrive, it detonates. #Raw, #ruthless, and unapologetically real...<br/><br/>This isn&#39;t just a film... this is the reminder of what Bollywood looks like when a real dhurandhar takes charge!!<br/><br/>Don&#39;t Miss this One!!",0,
rw11010503,ektabharti-56036,,Great,&quot;Dhurandhar&quot; is an inspiring watch. I truly loved the acting-each performance felt real and powerful. The way the makers presented the true story was outstanding and deeply emotional. A beautifully crafted film that stays with you long after it ends. Brilliant direction and heartfelt storytelling.<br/><br/>Loved it!,0,
rw11012422,talkingdeepak,,Not a fake movie like Ongoing spy verse,"This Movie is something else than ongoing fake Spy universe of SRK and Doggy tiger. It shows real transformation, betrays, real mindset of terrorists..
Action - Awesome, emotions - awesome..
Shows true face of ISI and other Pakistani gangs and their internal matters.<br/><br/>I request to all true Indians to go and watch it..",0,
rw11016357,guptankur-23155,,best movie ever,Reality as it is not glorifying pakistani terriorist. Chills when the real attack recording is shown whats true is true not like FAKE YRF propaganda. Actors classy and true to their roles ranveer stand out greatly this is the best movie of 2025 without a blink of an eyelid!!! The story grips you tightly from start to end no fake drama bikni women objectification moments.,0,
rw11022407,prajjwalsingh-96797,,Dhurandhar - When Indian Spy Cinema Learns the Art of Silence and Substance,"Dhurandhar is not just another spy film-it feels like a quiet reset button for the Indian spy universe. What instantly stands out is the filmmaking style: restrained, confident, and deeply immersive. The film doesn&#39;t rely on loud nationalism or overdone spectacle; instead, it trusts its storytelling, visuals, and characters to do the heavy lifting.<br/><br/>Aditya Dhar&#39;s approach to character-building deserves special mention. Every character feels intentional, layered, and grounded in reality. You can sense the time spent in shaping their motivations, silences, and moral conflicts. Nothing feels rushed or decorative-each arc serves the larger narrative. Dhar proves once again that he understands how to make patriotism feel earned rather than announced.<br/><br/>The performances across the board are exceptional. There isn&#39;t a single weak link-each actor brings depth and authenticity, making the world of Dhurandhar feel lived-in and believable. The acting doesn&#39;t scream for attention; it pulls you in subtly, which makes the impact even stronger.<br/><br/>What truly sets Dhurandhar apart is how it redefines the Indian spy universe. It chooses intelligence over noise, tension over theatrics, and realism over formula. The film respects the audience&#39;s intelligence and rewards patience, leaving a lasting impression long after the credits roll.<br/><br/>In essence, Dhurandhar is a masterclass in controlled storytelling-bold in vision, refined in execution, and refreshing in its intent. This is the kind of cinema that doesn&#39;t just entertain; it elevates the genre.",0,
rw11010675,pritptl-58130,,Blockbuster,"After a long time a bollywood which won&#39;t disappoint. Casting was great and storytelling and character buildup was upto the mark. Hope more such films are made and indian cinema standards are raised. Movie was a bit long but totally justified. Very much excited for the next part to release soon, bar is raised and expectations are high for the next one.",0,
rw11014016,ShreyasR-60,,Just Mind blowing,"&quot;This isn&#39;t just a movie; it is an absolute masterpiece. It is damn super good! I am 27 years old and I have hardly seen even three Hindi movies in theaters because I&#39;m very picky, but this one completely blew me away. I am already planning to go watch it in the theater for a second time-imagine that! To say it is just &#39;good&#39; is the biggest understatement of the year. It is mind-blowingly next level compared to anything else out there. If you haven&#39;t booked your tickets yet, do it now. It is worth every penny.&quot;",0,
